Bogan - Ruecker;608.45;3;4;4.16
Bogan Inc;1085.43;2;4;7.71
Anderson - Kunze;2424.19;1;4;2.86
Zieme Inc;2340.60;3;5;9.55
Wisoky - Ziemann;1114.47;2;4;9.01
Terry Group;649.03;3;4;9.73
Cruickshank - Runolfsdottir;1069.76;3;3;1.92
Zulauf - Okuneva;1275.59;2;4;9.14
Glover - Greenholt;1993.44;1;5;7.54
Nitzsche, Jakubowski and Bauch;1415.01;2;3;5.16
Ankunding, Bode and McKenzie;2264.18;2;5;3.25
Murazik LLC;906.95;3;5;3.64
Weber, Wolf and Wunsch;1217.81;3;5;9.21
Gislason, Hegmann and Borer;1014.46;2;2;6.72
Goyette - Kemmer;2358.54;4;3;4.36
Bruen, Osinski and Lind;2484.37;3;4;2.83
Dibbert and Sons;2448.28;2;3;1.50
Runolfsdottir Group;2145.32;2;2;2.77
Boyer, Johnson and Lockman;1087.97;3;3;9.60
Lesch, Rau and King;1564.62;3;3;8.52
Spinka - Fritsch;2234.25;2;3;7.75
Quitzon - Gulgowski;1662.53;3;3;3.90
Ortiz, Collier and Collier;847.64;3;5;2.01
Graham Group;2141.75;4;4;8.56
Bins LLC;1368.51;2;4;8.85
Gislason - Stroman;1854.29;3;3;5.78
Stamm, Reilly and Swaniawski;944.00;2;4;2.91
Murray - Ernser;1464.11;1;4;9.05
Sporer Group;1380.09;1;3;3.05
Weber Group;780.36;4;4;8.20
Stehr and Sons;1467.34;4;5;5.62
Bechtelar and Sons;876.45;3;3;2.88
Kuvalis - Christiansen;1913.13;3;3;3.24
Schuppe, Thiel and Schiller;1033.53;2;5;7.23
Corwin, Kreiger and Gutmann;1325.25;1;4;5.10
Kreiger Group;676.67;2;4;3.02
Zieme and Sons;2186.36;3;2;6.19
Heidenreich, Will and West;2070.94;2;3;7.91
Hilll, Bahringer and Friesen;917.46;2;4;2.86
Walker and Sons;734.30;2;4;2.13
Corkery, Bins and Wisoky;783.58;3;2;3.36
Doyle, Bogisich and Nikolaus;2318.23;3;3;9.23
Armstrong, Hammes and Ledner;1438.43;3;2;2.53
Schneider - Mante;2405.06;1;2;2.61
Haag and Sons;1313.56;2;4;7.39
Kris, Fay and Williamson;1709.95;3;4;8.85
Jerde and Sons;2029.72;4;3;5.01
Swaniawski Group;971.99;3;3;9.55
Rippin - Schiller;1018.05;1;3;6.38
Leuschke and Sons;1244.25;3;3;9.65
Baumbach - Wintheiser;2123.43;3;5;7.04
Pfannerstill LLC;1148.83;3;3;9.84
Littel LLC;516.32;2;2;7.22
Roob - Littel;2323.72;3;4;5.65
Hamill - Spencer;521.19;4;3;2.33
Lesch - Hagenes;1747.43;3;3;7.26
Schiller, Beer and Klein;1270.18;1;5;2.59
Batz - Williamson;1328.38;2;3;2.70
Yundt Group;2382.32;2;4;2.50
Fay - Heller;1761.58;2;3;3.18
Von, Hudson and Zieme;1838.56;3;4;2.19
Yundt Inc;1404.43;4;4;7.43
Von - Fisher;1911.54;1;2;9.80
Hills - Hodkiewicz;1502.32;3;4;6.53
Mitchell, Wilkinson and Mayer;2227.56;1;3;8.79
Konopelski, Deckow and Runte;1213.23;3;4;1.19
Conroy, Leannon and Hintz;2231.10;2;3;9.51
Jerde Group;1915.59;1;3;2.02
Lueilwitz, Reinger and Cronin;1195.66;1;5;6.78
Von - Barrows;1666.43;1;3;9.01
Schuster, Orn and Johns;576.21;2;2;1.80
Corwin - Bartell;1778.17;2;3;9.12
Leffler, Gutmann and Wisoky;2035.16;3;2;5.98
Vandervort and Sons;1530.14;3;4;7.54
Gorczany - Kreiger;1787.09;3;4;7.18
Hauck, Walsh and Barton;1064.92;3;4;4.22
Gutmann LLC;1406.03;3;3;1.56
Walter Group;1979.60;2;5;8.62
Steuber, Brekke and Bayer;811.87;2;2;2.23
Wuckert, Murray and Becker;764.39;2;3;6.07
Rippin, Swift and Hirthe;1828.27;2;3;8.46
Lueilwitz, Fadel and O\Kon;1999.01;3;4;8.90
Dare Inc;1118.48;2;4;6.79
Tillman Inc;1730.65;2;4;4.14
Cremin LLC;2089.85;2;4;6.07
Mills Group;1805.69;1;3;6.90
Jacobi - Price;1644.75;3;4;3.49
Wunsch - Walsh;1522.35;1;2;6.80
O\Connell LLC;1278.40;2;4;6.06
Moen - Gulgowski;1220.69;3;3;8.84
Schroeder LLC;1579.59;3;4;1.26
McClure and Sons;2195.06;2;2;3.30
Jakubowski - Ledner;2219.95;3;4;1.87
Franecki and Sons;909.68;2;5;4.87
Ebert, Cummings and Shields;1148.41;3;4;9.77
Zulauf - Bergstrom;2044.08;2;3;2.12
Baumbach, Bruen and Murazik;2264.78;3;4;8.32
Effertz - Walter;1600.98;4;5;2.93
Mueller - Abshire;741.56;4;3;3.87
Purdy, Wintheiser and Harris;922.31;3;4;6.30
Moore - Price;1236.26;1;3;3.43
Murphy Group;1183.44;3;3;8.74
Hartmann and Sons;676.64;1;3;9.27
Brekke - Bogan;1283.70;2;5;7.06
Walter Inc;688.94;2;2;5.84
Koelpin and Sons;678.01;3;3;6.88
Stamm Inc;1823.51;3;3;5.53
Schoen, Wolf and Wiza;1322.12;2;5;4.36
Weimann - Osinski;1196.91;2;4;1.48
Quigley, O\Reilly and Mante;1732.66;3;4;2.69
Rau Inc;2325.43;3;3;9.34
Walker - Lind;1741.75;3;4;3.43
Gorczany Group;666.43;2;5;7.91
Greenholt - Marquardt;2425.46;2;4;4.44
Champlin Inc;1889.28;3;5;2.75
Bergstrom and Sons;695.69;3;4;8.99
Hane Group;1616.66;3;5;5.54
Gleason - Schmeler;1575.91;3;4;5.65
Barton Group;1424.87;3;4;1.37
Crist LLC;1145.88;2;4;1.50
Barton, Reichert and Gutkowski;1712.79;1;3;2.55
Breitenberg - Padberg;546.35;3;4;5.10
Boyer Inc;2154.78;3;5;5.89
Frami LLC;1552.95;3;4;2.84
Hammes - Keebler;1751.23;3;4;5.66
Wisozk - Will;1004.36;3;4;4.57
O\Reilly LLC;552.02;3;4;3.58
Heidenreich - Wolf;763.84;2;4;3.09
Feest - Kessler;1117.98;2;2;4.81
Mann, Goldner and McLaughlin;636.57;1;3;4.83
Huels - Murray;533.47;2;4;9.52
Konopelski, Cremin and Bayer;2344.45;4;3;1.50
Wolf LLC;1876.31;3;5;6.49
Waelchi and Sons;1358.83;1;4;7.10
Sauer - Schumm;2304.86;3;3;1.73
Weissnat - Powlowski;1026.62;3;3;5.51
Armstrong - Veum;662.62;1;4;7.19
Nienow - Boehm;1333.66;2;4;3.70
Dare, Maggio and McClure;1359.76;2;4;4.55
Schimmel Inc;1972.27;2;5;6.98
Aufderhar Inc;1918.90;2;3;4.31
Lebsack Inc;526.08;4;4;4.74
Barton Group;1740.85;4;4;1.76
Klein Inc;2238.98;2;4;3.28
Yundt, Metz and Labadie;947.53;4;5;9.62
Davis, Lesch and Denesik;1521.27;3;3;8.91
Gutmann - Ritchie;1284.93;2;4;8.77
Kassulke Inc;879.38;4;3;4.15
Ziemann - Rolfson;975.38;3;4;4.91
Hilpert LLC;2152.54;1;4;5.59
Streich, Runolfsson and Powlowski;1806.01;2;4;5.74
Schinner, Corkery and Little;2495.52;1;4;5.13
Hudson - Dibbert;1848.68;4;3;7.84
Harvey - Ondricka;501.19;3;3;2.80
Schneider LLC;501.47;3;4;4.69
Bins - Schuppe;1602.15;2;2;9.32
Klein Group;1347.31;1;2;9.02
Kozey Group;877.09;2;5;4.84
Douglas, Stanton and Leannon;1291.42;3;4;3.93
Prosacco - Schneider;1875.51;4;4;9.72
Kuvalis Inc;636.38;4;2;1.73
Kling Inc;2324.72;2;4;6.15
Crooks Group;2034.93;2;4;7.25
Kris - Hoeger;1515.94;1;3;6.66
Goyette Inc;1958.45;3;5;8.67
Reynolds LLC;2456.34;2;5;6.40
Smitham Inc;1400.65;2;4;6.25
Wunsch - Hamill;570.25;2;4;2.65
Zemlak LLC;1359.63;4;2;9.34
Kunze LLC;800.38;2;4;2.89
Rohan Group;2182.65;3;2;8.63
Doyle - Marvin;1614.98;4;4;7.14
Bartell, Gislason and Labadie;541.97;1;3;6.50
Runte - Kreiger;1721.23;2;2;4.70
Borer and Sons;1357.92;1;2;5.00
Dickinson Group;1783.00;3;4;1.85
Padberg Group;1375.21;3;4;9.53
Littel - Franey;2463.42;2;3;9.38
Rohan, Harris and Friesen;2297.08;3;4;5.40
Shields and Sons;2374.81;2;3;1.40
Cormier, Kling and Schmidt;2106.04;3;2;9.08
Stracke - Herzog;2234.23;1;3;3.33
Cartwright Group;1873.55;4;2;9.75
Cole and Sons;910.93;1;4;7.68
Rutherford, Goyette and O\Hara;1423.84;3;3;4.64
Fisher, Hoeger and Langosh;2321.94;2;4;8.64
Ruecker Group;1152.92;1;2;2.19
Stokes - Nikolaus;821.43;3;2;4.14
Parker - Bayer;664.02;3;5;5.76
Gleason - Dach;1327.11;4;4;5.18
Stiedemann, Moen and Stehr;1677.74;2;4;6.85
Turcotte, Jaskolski and Hauck;1029.22;3;3;3.21
Greenfelder, McKenzie and Bartell;1466.03;1;2;7.18
Heller, Weimann and Sawayn;1072.95;1;5;4.33
Lockman, O\Hara and Abbott;2383.54;2;3;1.72
Kozey, Kihn and Rice;2234.23;2;3;4.23
Lesch - Crona;673.95;2;4;2.35
Schaden Inc;1604.57;3;3;5.02
Cole Inc;1069.96;3;4;1.40
Ratke, Hahn and DuBuque;2408.28;1;3;1.23
Conroy, Dare and Block;1294.57;4;3;4.86
Block and Sons;749.45;2;3;2.85
Hane and Sons;1588.87;1;3;3.12
Beier - Stoltenberg;583.83;4;3;5.55
Miller and Sons;2023.79;3;3;7.47
Heaney - West;1941.74;2;4;6.51
Abshire - Cormier;2000.58;3;4;6.32
Little - Konopelski;2004.18;3;3;2.26
Braun LLC;2288.57;2;2;9.13
Buckridge LLC;1551.23;1;4;3.11
Schumm - Lang;2072.69;1;5;8.84
Will, Stoltenberg and Bartoletti;1646.05;1;3;9.51
Bogisich - Spencer;1400.89;1;2;1.58
Kris - Rowe;1335.15;3;3;5.69
Kshlerin - Fritsch;1042.66;3;3;2.80
Hodkiewicz, Erdman and Hoeger;2000.87;2;2;3.08
West, Hodkiewicz and Deckow;1395.65;3;4;5.45
Lindgren - Hagenes;853.96;3;3;2.46
Nitzsche - Parker;1767.08;3;2;2.84
Quitzon, Block and Lynch;1575.65;3;2;2.92
Bergstrom - Macejkovic;1053.81;3;4;5.63
Keeling, Smith and Bradtke;2424.49;4;3;7.98
Stoltenberg, Fritsch and Wiza;1281.48;1;4;1.72
Adams - Barton;1898.13;3;3;4.81
Nicolas - Larkin;934.92;3;3;1.78
Medhurst Group;1565.33;3;4;1.61
Casper, Pagac and Gutmann;545.82;4;5;6.70
Little, Veum and Batz;1088.43;4;4;2.13
McCullough and Sons;1934.14;2;5;1.34
Christiansen - Gerlach;1414.20;2;2;3.49
Maggio - Cole;1487.86;2;3;1.68
Funk Group;1825.77;2;4;1.74
Feest - Walsh;2080.00;3;5;6.53
Denesik - Abbott;792.24;3;4;2.02
Stanton - Durgan;2139.86;2;2;3.20
Lowe - Wisoky;1679.67;3;3;5.54
Beatty - Dare;1481.14;2;3;3.92
Zulauf - Herman;1694.07;3;3;6.94
Sauer LLC;1280.92;2;3;8.31
Ankunding LLC;1483.87;2;4;8.55
Prosacco, Reinger and Schneider;1399.19;1;2;8.10
Johnston - Nienow;652.32;1;4;5.56
Kilback - Stamm;1358.85;1;5;4.81
Donnelly - Wisozk;1529.50;3;3;3.58
Langworth - Yost;1619.68;1;4;3.91
Orn Group;2144.70;2;4;5.69
Crist, Nolan and Towne;2386.19;2;5;9.93
Legros - Durgan;1581.82;4;5;6.88
Dickinson Group;1374.97;1;3;5.99
Schinner LLC;970.43;3;5;4.67
Trantow, Botsford and Williamson;1195.40;4;4;8.48
Schaefer Inc;2155.63;1;2;9.39
Bartoletti Inc;1774.02;4;4;4.17
Koepp, Hagenes and Hyatt;2092.49;4;5;1.57
Schuppe - Kling;1968.06;1;3;2.12
Kub Group;1524.65;2;3;7.69
Haag - Lehner;697.16;2;3;7.76
Thiel - Gottlieb;1847.77;4;4;4.10
Connelly, King and Kulas;1526.29;2;3;3.47
Douglas - Mayer;679.63;1;2;7.52
Mohr - Little;630.59;4;3;3.64
Langosh Inc;1406.80;4;3;1.42
Langosh LLC;2069.29;3;4;6.11
McClure - Wuckert;1591.14;3;5;5.91
Schaefer - Durgan;1456.13;1;3;9.02
Rowe Group;743.41;1;2;2.79
Pacocha - Luettgen;1494.87;1;4;1.14
Batz, Berge and Mills;2367.70;3;3;4.73
Cruickshank LLC;1248.48;2;3;5.61
Oberbrunner - Koepp;2175.69;3;4;4.36
Nicolas - Hackett;867.38;1;3;4.10
Gulgowski - Reynolds;2195.14;4;3;4.17
Haag - Mitchell;864.44;2;3;8.99
Willms - Stehr;2299.15;3;3;8.88
Smitham - Ziemann;1126.26;3;3;7.00
Shanahan Inc;1303.35;1;2;4.96
Haley - Kling;1378.06;3;5;5.53
Sawayn LLC;1037.50;3;4;5.80
Carroll, MacGyver and Auer;2466.79;3;3;7.81
Treutel, Friesen and Labadie;757.81;1;2;3.13
Shanahan, Schmeler and Gulgowski;2382.08;2;4;6.26
Fisher Group;1303.71;3;4;1.72
Crona, McGlynn and Okuneva;2201.73;2;3;8.43
Kilback LLC;1547.34;2;4;6.02
Rosenbaum, Powlowski and Hansen;707.50;2;3;4.95
Bayer - Lowe;1335.27;3;4;7.40
Pouros - Steuber;1003.57;2;5;5.19
Romaguera Inc;2303.70;4;4;4.90
Ward, Leuschke and Predovic;532.31;2;4;4.95
Sanford - Mertz;1728.51;2;4;1.61
Miller, Kling and VonRueden;1061.70;3;5;4.18
Davis Group;2407.62;3;4;2.86
Pacocha - Mosciski;2298.17;1;5;4.46
Schaden - Cruickshank;1273.91;3;5;2.26
Spinka, Kovacek and Kemmer;2246.42;2;4;5.58
Olson, O\Connell and Bruen;1128.29;1;3;3.82
Stamm, Schmeler and Altenwerth;1798.00;2;5;2.75
Dickens - Fadel;629.01;1;5;8.57
Mosciski - Collins;933.39;1;3;8.37
Deckow Inc;2241.04;3;3;7.60
Bosco - Leuschke;2439.16;3;5;8.50
Pacocha - Gusikowski;681.51;3;2;5.17
Bergnaum, Christiansen and Aufderhar;1545.61;3;2;9.21
McDermott Inc;2279.19;4;4;3.15
Jacobs, Labadie and Green;2421.83;3;5;1.46
Ullrich, Feest and Will;1159.15;3;2;9.82
Lubowitz, O\Keefe and Bauch;2076.39;4;5;8.69
Auer, Kuhic and Pagac;651.44;2;4;5.77
Bernier LLC;2436.82;4;4;5.25
Wisozk, Bins and Schowalter;1056.90;3;3;1.11
Rohan - Schimmel;2377.62;1;3;6.92
Green - Grimes;833.62;3;3;9.79
Franey - Mosciski;1318.53;3;2;7.48
Hoppe, Weissnat and Kulas;1700.24;1;3;5.50
Becker - Lynch;1463.50;3;4;2.81
Koepp - Schulist;1839.99;2;4;6.21
Stamm LLC;586.27;3;5;3.18
Howe - Hickle;2024.65;3;3;5.03
Schmeler and Sons;1891.10;1;5;7.70
Schultz - Satterfield;2230.88;2;4;4.42
Rice, Hegmann and Smitham;1621.01;2;3;9.64
Schumm Inc;879.70;3;4;1.58
Miller, Okuneva and Miller;729.48;2;4;4.04
Parker - Wiza;1633.35;1;4;3.80
Hirthe LLC;2076.32;1;2;9.29
Lubowitz - Fisher;600.07;3;4;1.25
Witting - Sanford;1170.63;4;4;9.72
Wyman - Frami;1955.68;3;5;6.61
McLaughlin and Sons;1905.93;3;5;2.36
Beier, Braun and Haag;847.42;1;3;8.05
Buckridge, Streich and Legros;1079.61;2;3;6.21
Auer Group;2110.10;2;3;5.31
Robel, Littel and Homenick;2005.96;1;4;5.00
Batz - Mueller;1211.25;2;5;6.33
Murazik, Stoltenberg and Gislason;1156.28;4;2;9.73
Ondricka LLC;1830.86;2;3;4.19
Veum LLC;761.47;3;3;6.08
Farrell - Dickinson;2443.31;3;4;9.45
Krajcik - Kris;1131.21;4;4;2.67
Ullrich LLC;2204.38;2;3;3.09
McCullough LLC;635.80;4;4;1.55
Hermann, Bins and Hayes;1442.00;3;2;2.06
Hahn, Rau and Medhurst;752.82;1;3;4.54
Greenholt LLC;1636.72;2;4;8.71
Jaskolski, Turcotte and Quitzon;1615.49;3;3;6.96
Greenholt, Lemke and Huel;504.64;2;3;2.10
Kemmer Inc;1306.65;1;3;6.88
Hackett - Leffler;952.70;3;2;1.93
Runte - McClure;2267.59;3;4;2.72
Ward LLC;1651.01;2;4;3.83
Lind - Baumbach;1619.10;1;4;1.94
Carroll and Sons;1980.04;3;5;2.29
Bruen - Osinski;743.22;2;3;7.55
Ryan - Rowe;2234.58;3;3;7.82
Will, Heidenreich and Wyman;2237.55;1;2;6.31
Lubowitz and Sons;1144.93;3;5;8.13
Jones Inc;857.83;2;2;9.02
Kub, Kiehn and Smith;1219.57;3;3;3.00
Bartell, Mueller and Brakus;876.23;1;3;3.06
Daniel - Harvey;1744.57;3;3;9.99
Vandervort Group;1955.86;3;5;6.17
Krajcik, Reichert and Roob;2377.62;3;5;8.72
Herzog Group;1834.83;2;3;3.41
Hahn - O\Kon;1143.59;1;4;9.24
Zieme Group;2009.90;3;4;3.95
Dickinson, Kassulke and Barrows;1213.99;3;4;6.96
Schmidt Group;1128.47;2;4;2.92
D\Amore Group;759.44;3;3;4.25
